"","N_USUARIS","Any","Núm. Expedient","Municipi","Estat","Tipus","HORES_SERVEI_SAD","PREU_SERVEI_SAD","IMPORT_SERVEI_SAD","IMPORT_SERVEI_SAD_IVA","HORES_SERVEI_SAD_NO","PREU_SERVEI_SAD_NO","IMPORT_SERVEI_SAD_NO","IMPORT_SERVEI_SAD_NO_IVA","Data de naixement","Sexe","Any de naixement","EDAT","TIPUS_SERVEI_SAD","Codi","PREU_SERVEI_SAD_HORA","PREU_SERVEI_SAD_HORA_NO","SAD_Dona","SAD_Home","USUARIS SAD De 31 a 50","USUARIS SAD De 51 a 70","USUARIS SAD De 71 a 100","USUARIS SAD De 0 a 30","NA","N_Municipis_Any","N_USUARIS_ANY","USUARIS_Muni","Homes","Dones","De 0 a 30","De 31 a 50","De 51 a 70","De 71 a 100","Total_POB_MUNI","Perc_SAD_POB_MUNI","Perc_SAD_Dones_Muni","Perc_SAD_Homes_Muni","Perc_SAD_USUARIS_0_a_30_A","Perc_SAD_USUARIS_31_a_50_A","Perc_SAD_USUARIS_51_a_70_A","Perc_SAD_USUARIS_71_a_100_A","Perc_Pob","Esperança_vida_H_I_D_BCN_PROV","Esperança_vida_H_BCN_PROV","Esperança_vida_D_BCN_PROV","VS_65_Homes_CAT","VS_65_Dones_CAT","Total_VS_65_HD_CAT","VS_AN_Homes_CAT","VS_AN_Dones_CAT","Total_VS_AN_HD_CAT","Total places Residències","Places Centres de dia","MEAN_VALORACIO_SIT_ECO_CAT","MEAN_VALORACIO_SIT_POL_CAT","MEAN_INTERES_POL","MEAN_STF_DEM","MEAN_CONFI_POL","MEAN_IDEOLOGIA","MEAN_SENT_PERT","VO PIB milions d'euros","VO PIB  per habitant. Milers d'euros","VO PIB  per habitant. Índex Catalunya = 100","Perc_VO_PIB_ME","VO_PIB_Dico","PERC_VO_PIB_ME_CUTTED","RFDB milers d'euros","RFDB per habitant. Milers d'euros","RFDB per habitant. Índex Catalunya = 100","Perc_VO_RFD_me","VO_RFD_Dico","Perc_VO_RFD_me_CUTTED","Altitud (m)","Superficie (km2)","Perc_pob","Densit_pob","Perc_Densit_pob","Nombre de pensions","Nombre de pensionistes","Pensions per pensionista","Perc_N_Pens","Perc_Pens_Pob","IBI_Rebuts","IBI_Base imposable (milers d'euros)","IBI_Quota íntegra (euros)","IBI_Base imposable/ Rebut (euros)","IBI_Quota íntegra/ Rebut (euros)","Perc_VO_IBI_me","VO_IBI_Dico","PERC_VO_IBI_me_CUTTED","IRPF_Base imposable general per declarant (EUROS)","IRPF_Quota resultant de l'autoliquidació per declarant (EUROS)","Perc_VO_IRPF_e","VO_IRPF_Dico","PERC_VO_IRPF_e_CUTTED","Índex de Gini (CAT)","Índex de ràtio S80/S20 (CAT)","Taxa de risc de pobresa o exclusió social (taxa AROPE)","Població en risc de pobresa (després de transferències socials)","Població que viu en llars amb intensitat de treball molt baixa (1)","Població amb privació material severa","PIB (CAT)","Producció de béns públics de caràcter social","Soport financer als ens locals","Deute públic","Pressupots Consell Comarcal Vallès Oriental (milions €)","Perc_Homes_CAT_Sota_Llindar_pobresa","Perc_Dones_CAT_Sota_Llindar_pobresa","Perc_Total_Pob_CAT_Sota_Llindar_pobresa","Anys_Dependencia","Anys_Dependencia_Cutted","ABS_DSP_2017"
"2121",95,2014,"18/039/2014","La Llagosta","Actiu","Social",10,12.52,125.2,0,0,0,0,0,1940-04-03,"Dona",1940,74,"Nateja de la llar","081056",12.52,NA,13,2,0,1,14,0,NA,15,168,15,6620,6810,4489,4555,2984,1402,13430,0.111690245718541,0.190895741556535,0.0302114803625378,0,0,0.0335120643431635,0.998573466476462,14.1175233890466,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,231.9,17.5,63.5,2.32173965279029,"PIB VO ME Per sota la mitjana","Baix-Mig",195724,148,924,3.08129383358677,"RFD VO me Per sobre la mitjana","Mig-Alta",45,3.03,3.25309989172482,4432.34323432343,12.9764349146914,"2894",2650,"1.09",3.73418256629935,0.117732777693859,8595,242546,2619491,28219.4,304.8,1.26583031592264,"IBI VO me Per sota la mitjana","Mig",17069,3667,1.35660563729389,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2122",96,2014,"18/044/2010","La Llagosta","Actiu","Social",52,150.24,651.04,0,0,0,0,0,1932-03-15,"Home",1932,82,"Nateja de la llar","081056",12.52,NA,13,2,0,1,14,0,NA,15,168,15,6620,6810,4489,4555,2984,1402,13430,0.111690245718541,0.190895741556535,0.0302114803625378,0,0,0.0335120643431635,0.998573466476462,14.1175233890466,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,231.9,17.5,63.5,2.32173965279029,"PIB VO ME Per sota la mitjana","Baix-Mig",195724,148,924,3.08129383358677,"RFD VO me Per sobre la mitjana","Mig-Alta",45,3.03,3.25309989172482,4432.34323432343,12.9764349146914,"2894",2650,"1.09",3.73418256629935,0.117732777693859,8595,242546,2619491,28219.4,304.8,1.26583031592264,"IBI VO me Per sota la mitjana","Mig",17069,3667,1.35660563729389,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2123",97,2014,"22/005/2014","Martorelles","Actiu","Social",102,125.2,1277.04,0,0,0,0,0,1933-12-10,"Home",1933,81,"Nateja de la llar","081154",12.52,NA,0,3,0,0,3,0,NA,15,168,3,2382,2401,1476,1506,1191,610,4783,0.0627221409157433,0,0.125944584382872,0,0,0,0.491803278688525,5.02785661726059,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,NA,NA,NA,NA,NA,NA,79820,169,1054,1.25661070587611,"RFD VO me Per sota la mitjana","Baixa-Mig",96,3.61,1.15856863604764,1324.93074792244,3.87895898579101,"1234",1083,"1.14",1.52608291294423,0.0481149427329998,2652,228492,2483250,86158.4,936.4,1.1924834899186,"IBI VO me Per sota la mitjana","Baix-Mig",19968,5842,2.16124628662965,"IRPF VO me Per sobre la mitjana","Mig-Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2124",98,2014,"22/009/2014","Martorelles","Baixa definitiva","Social",2,12.52,25.04,0,0,0,0,0,1936-10-23,"Home",1936,78,"Nateja de la llar","081154",12.52,NA,0,3,0,0,3,0,NA,15,168,3,2382,2401,1476,1506,1191,610,4783,0.0627221409157433,0,0.125944584382872,0,0,0,0.491803278688525,5.02785661726059,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,NA,NA,NA,NA,NA,NA,79820,169,1054,1.25661070587611,"RFD VO me Per sota la mitjana","Baixa-Mig",96,3.61,1.15856863604764,1324.93074792244,3.87895898579101,"1234",1083,"1.14",1.52608291294423,0.0481149427329998,2652,228492,2483250,86158.4,936.4,1.1924834899186,"IBI VO me Per sota la mitjana","Baix-Mig",19968,5842,2.16124628662965,"IRPF VO me Per sobre la mitjana","Mig-Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2125",99,2014,"25/006/2012","Montornès del Vallès","Actiu","Social",49,150.24,613.48,0,0,0,0,0,1931-02-10,"Home",1931,83,"Nateja de la llar","081363",12.52,NA,10,15,0,6,19,0,NA,15,168,25,8241,7976,5828,5795,3228,1366,16217,0.154159215637911,0.125376128385155,0.18201674554059,0,0,0.185873605947955,1.3909224011713,17.0471985703774,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,564.2,35.1,127.3,5.64866542520174,"PIB VO ME Per sobre la mitjana","Alt",235448,147,915,3.70667097816485,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.9281847315042,1585.2394916911,4.64105688585465,"2926",2677,"1.09",3.77222895471071,0.118932319202438,10838,995724,5216692,91873.4,481.3,5.19661270642168,"IBI VO me Per sobre la mitjana","Alt",18379,4154,1.53677115280033,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2126",100,2014,"25/008/2012","Montornès del Vallès","Actiu","Social",47,150.24,588.44,0,0,0,0,0,1925-04-16,"Home",1925,89,"Nateja de la llar","081363",12.52,NA,10,15,0,6,19,0,NA,15,168,25,8241,7976,5828,5795,3228,1366,16217,0.154159215637911,0.125376128385155,0.18201674554059,0,0,0.185873605947955,1.3909224011713,17.0471985703774,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,564.2,35.1,127.3,5.64866542520174,"PIB VO ME Per sobre la mitjana","Alt",235448,147,915,3.70667097816485,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.9281847315042,1585.2394916911,4.64105688585465,"2926",2677,"1.09",3.77222895471071,0.118932319202438,10838,995724,5216692,91873.4,481.3,5.19661270642168,"IBI VO me Per sobre la mitjana","Alt",18379,4154,1.53677115280033,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2127",102,2014,"25/010/2009","Montornès del Vallès","Actiu","Social",76.5,150.24,957.78,0,0,0,0,0,1933-04-30,"Dona",1933,81,"Nateja de la llar","081363",12.52,NA,10,15,0,6,19,0,NA,15,168,25,8241,7976,5828,5795,3228,1366,16217,0.154159215637911,0.125376128385155,0.18201674554059,0,0,0.185873605947955,1.3909224011713,17.0471985703774,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,564.2,35.1,127.3,5.64866542520174,"PIB VO ME Per sobre la mitjana","Alt",235448,147,915,3.70667097816485,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.9281847315042,1585.2394916911,4.64105688585465,"2926",2677,"1.09",3.77222895471071,0.118932319202438,10838,995724,5216692,91873.4,481.3,5.19661270642168,"IBI VO me Per sobre la mitjana","Alt",18379,4154,1.53677115280033,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2128",106,2014,"25/024/2009","Montornès del Vallès","Actiu","Social",73.5,150.24,920.22,0,0,0,0,0,1923-09-23,"Home",1923,91,"Nateja de la llar","081363",12.52,NA,10,15,0,6,19,0,NA,15,168,25,8241,7976,5828,5795,3228,1366,16217,0.154159215637911,0.125376128385155,0.18201674554059,0,0,0.185873605947955,1.3909224011713,17.0471985703774,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,564.2,35.1,127.3,5.64866542520174,"PIB VO ME Per sobre la mitjana","Alt",235448,147,915,3.70667097816485,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.9281847315042,1585.2394916911,4.64105688585465,"2926",2677,"1.09",3.77222895471071,0.118932319202438,10838,995724,5216692,91873.4,481.3,5.19661270642168,"IBI VO me Per sobre la mitjana","Alt",18379,4154,1.53677115280033,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2129",107,2014,"25/031/2013","Montornès del Vallès","Actiu","Social",49,150.24,613.48,0,0,0,0,0,1926-11-25,"Home",1926,88,"Nateja de la llar","081363",12.52,NA,10,15,0,6,19,0,NA,15,168,25,8241,7976,5828,5795,3228,1366,16217,0.154159215637911,0.125376128385155,0.18201674554059,0,0,0.185873605947955,1.3909224011713,17.0471985703774,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,564.2,35.1,127.3,5.64866542520174,"PIB VO ME Per sobre la mitjana","Alt",235448,147,915,3.70667097816485,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.9281847315042,1585.2394916911,4.64105688585465,"2926",2677,"1.09",3.77222895471071,0.118932319202438,10838,995724,5216692,91873.4,481.3,5.19661270642168,"IBI VO me Per sobre la mitjana","Alt",18379,4154,1.53677115280033,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2130",108,2014,"25/032/2008","Montornès del Vallès","Actiu","Social",49,150.24,613.48,0,0,0,0,0,1928-09-05,"Dona",1928,86,"Nateja de la llar","081363",12.52,NA,10,15,0,6,19,0,NA,15,168,25,8241,7976,5828,5795,3228,1366,16217,0.154159215637911,0.125376128385155,0.18201674554059,0,0,0.185873605947955,1.3909224011713,17.0471985703774,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,564.2,35.1,127.3,5.64866542520174,"PIB VO ME Per sobre la mitjana","Alt",235448,147,915,3.70667097816485,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.9281847315042,1585.2394916911,4.64105688585465,"2926",2677,"1.09",3.77222895471071,0.118932319202438,10838,995724,5216692,91873.4,481.3,5.19661270642168,"IBI VO me Per sobre la mitjana","Alt",18379,4154,1.53677115280033,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2131",109,2014,"29/001/2009","Sant Antoni de Vilamajor","Actiu","Social",69,150.24,863.88,0,0,0,0,0,1924-06-18,"Dona",1924,90,"Nateja de la llar","081982",12.52,NA,27,7,0,4,30,0,NA,15,168,34,2862,2846,1985,1872,1331,520,5708,0.595655220742817,0.948699929725931,0.244584206848358,0,0,0.300525920360631,5.76923076923077,6.00021023862083,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,75.1,13.2,47.7,0.751887226927775,"PIB VO ME Per sota la mitjana","Baix",94847,166,1039,1.49318160386158,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.38262801057076,416.642335766423,1.2197909473505,"979",889,"1.10",1.25271256658118,0.0394960148565437,3863,164216,1987012,42510,514.4,0.857031619402307,"IBI VO me Per sota la mitjana","Baix-Mig",22473,6293,2.32809361207812,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2132",110,2014,"29/001/2011","Sant Antoni de Vilamajor","Actiu","Social",46,150.24,575.92,0,0,0,0,0,1925-10-26,"Dona",1925,89,"Nateja de la llar","081982",12.52,NA,27,7,0,4,30,0,NA,15,168,34,2862,2846,1985,1872,1331,520,5708,0.595655220742817,0.948699929725931,0.244584206848358,0,0,0.300525920360631,5.76923076923077,6.00021023862083,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,75.1,13.2,47.7,0.751887226927775,"PIB VO ME Per sota la mitjana","Baix",94847,166,1039,1.49318160386158,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.38262801057076,416.642335766423,1.2197909473505,"979",889,"1.10",1.25271256658118,0.0394960148565437,3863,164216,1987012,42510,514.4,0.857031619402307,"IBI VO me Per sota la mitjana","Baix-Mig",22473,6293,2.32809361207812,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2133",112,2014,"29/003/2012","Sant Antoni de Vilamajor","Actiu","Social",96,150.24,1201.92,0,0,0,0,0,1940-04-04,"Dona",1940,74,"Nateja de la llar","081982",12.52,NA,27,7,0,4,30,0,NA,15,168,34,2862,2846,1985,1872,1331,520,5708,0.595655220742817,0.948699929725931,0.244584206848358,0,0,0.300525920360631,5.76923076923077,6.00021023862083,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,75.1,13.2,47.7,0.751887226927775,"PIB VO ME Per sota la mitjana","Baix",94847,166,1039,1.49318160386158,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.38262801057076,416.642335766423,1.2197909473505,"979",889,"1.10",1.25271256658118,0.0394960148565437,3863,164216,1987012,42510,514.4,0.857031619402307,"IBI VO me Per sota la mitjana","Baix-Mig",22473,6293,2.32809361207812,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2134",113,2014,"29/004/2011","Sant Antoni de Vilamajor","Actiu","Social",75,150.24,939,0,0,0,0,0,1931-06-22,"Dona",1931,83,"Nateja de la llar","081982",12.52,NA,27,7,0,4,30,0,NA,15,168,34,2862,2846,1985,1872,1331,520,5708,0.595655220742817,0.948699929725931,0.244584206848358,0,0,0.300525920360631,5.76923076923077,6.00021023862083,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,75.1,13.2,47.7,0.751887226927775,"PIB VO ME Per sota la mitjana","Baix",94847,166,1039,1.49318160386158,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.38262801057076,416.642335766423,1.2197909473505,"979",889,"1.10",1.25271256658118,0.0394960148565437,3863,164216,1987012,42510,514.4,0.857031619402307,"IBI VO me Per sota la mitjana","Baix-Mig",22473,6293,2.32809361207812,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2135",114,2014,"29/005/2008","Sant Antoni de Vilamajor","Actiu","Social",90,150.24,1126.8,0,0,0,0,0,1952-06-21,"Dona",1952,62,"Nateja de la llar","081982",12.52,NA,27,7,0,4,30,0,NA,15,168,34,2862,2846,1985,1872,1331,520,5708,0.595655220742817,0.948699929725931,0.244584206848358,0,0,0.300525920360631,5.76923076923077,6.00021023862083,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,75.1,13.2,47.7,0.751887226927775,"PIB VO ME Per sota la mitjana","Baix",94847,166,1039,1.49318160386158,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.38262801057076,416.642335766423,1.2197909473505,"979",889,"1.10",1.25271256658118,0.0394960148565437,3863,164216,1987012,42510,514.4,0.857031619402307,"IBI VO me Per sota la mitjana","Baix-Mig",22473,6293,2.32809361207812,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2136",115,2014,"29/006/2012","Sant Antoni de Vilamajor","Actiu","Social",102,150.24,1277.04,0,0,0,0,0,1930-08-18,"Dona",1930,84,"Nateja de la llar","081982",12.52,NA,27,7,0,4,30,0,NA,15,168,34,2862,2846,1985,1872,1331,520,5708,0.595655220742817,0.948699929725931,0.244584206848358,0,0,0.300525920360631,5.76923076923077,6.00021023862083,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,75.1,13.2,47.7,0.751887226927775,"PIB VO ME Per sota la mitjana","Baix",94847,166,1039,1.49318160386158,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.38262801057076,416.642335766423,1.2197909473505,"979",889,"1.10",1.25271256658118,0.0394960148565437,3863,164216,1987012,42510,514.4,0.857031619402307,"IBI VO me Per sota la mitjana","Baix-Mig",22473,6293,2.32809361207812,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2137",117,2014,"29/008/2011","Sant Antoni de Vilamajor","Actiu","Social",72,150.24,901.44,0,0,0,0,0,1937-07-23,"Dona",1937,77,"Nateja de la llar","081982",12.52,NA,27,7,0,4,30,0,NA,15,168,34,2862,2846,1985,1872,1331,520,5708,0.595655220742817,0.948699929725931,0.244584206848358,0,0,0.300525920360631,5.76923076923077,6.00021023862083,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,75.1,13.2,47.7,0.751887226927775,"PIB VO ME Per sota la mitjana","Baix",94847,166,1039,1.49318160386158,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.38262801057076,416.642335766423,1.2197909473505,"979",889,"1.10",1.25271256658118,0.0394960148565437,3863,164216,1987012,42510,514.4,0.857031619402307,"IBI VO me Per sota la mitjana","Baix-Mig",22473,6293,2.32809361207812,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2138",118,2014,"29/010/2010","Sant Antoni de Vilamajor","Actiu","Social",94,150.24,1176.88,0,0,0,0,0,1946-10-20,"Dona",1946,68,"Nateja de la llar","081982",12.52,NA,27,7,0,4,30,0,NA,15,168,34,2862,2846,1985,1872,1331,520,5708,0.595655220742817,0.948699929725931,0.244584206848358,0,0,0.300525920360631,5.76923076923077,6.00021023862083,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,75.1,13.2,47.7,0.751887226927775,"PIB VO ME Per sota la mitjana","Baix",94847,166,1039,1.49318160386158,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.38262801057076,416.642335766423,1.2197909473505,"979",889,"1.10",1.25271256658118,0.0394960148565437,3863,164216,1987012,42510,514.4,0.857031619402307,"IBI VO me Per sota la mitjana","Baix-Mig",22473,6293,2.32809361207812,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2139",119,2014,"29/013/2010","Sant Antoni de Vilamajor","Actiu","Social",100,150.24,1252,0,0,0,0,0,1943-05-03,"Dona",1943,71,"Nateja de la llar","081982",12.52,NA,27,7,0,4,30,0,NA,15,168,34,2862,2846,1985,1872,1331,520,5708,0.595655220742817,0.948699929725931,0.244584206848358,0,0,0.300525920360631,5.76923076923077,6.00021023862083,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,75.1,13.2,47.7,0.751887226927775,"PIB VO ME Per sota la mitjana","Baix",94847,166,1039,1.49318160386158,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.38262801057076,416.642335766423,1.2197909473505,"979",889,"1.10",1.25271256658118,0.0394960148565437,3863,164216,1987012,42510,514.4,0.857031619402307,"IBI VO me Per sota la mitjana","Baix-Mig",22473,6293,2.32809361207812,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2140",121,2014,"29/013/2012","Sant Antoni de Vilamajor","Actiu","Social",94,150.24,1176.88,0,0,0,0,0,1943-07-02,"Home",1943,71,"Nateja de la llar","081982",12.52,NA,27,7,0,4,30,0,NA,15,168,34,2862,2846,1985,1872,1331,520,5708,0.595655220742817,0.948699929725931,0.244584206848358,0,0,0.300525920360631,5.76923076923077,6.00021023862083,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,75.1,13.2,47.7,0.751887226927775,"PIB VO ME Per sota la mitjana","Baix",94847,166,1039,1.49318160386158,"RFD VO me Per sota la mitjana","Baixa-Mig",258,13.7,1.38262801057076,416.642335766423,1.2197909473505,"979",889,"1.10",1.25271256658118,0.0394960148565437,3863,164216,1987012,42510,514.4,0.857031619402307,"IBI VO me Per sota la mitjana","Baix-Mig",22473,6293,2.32809361207812,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
